concentration_g_l,uncoated_nm,total_nm,bonded_nm,source_path,source_row,record_id,solvent,record_type,concentration_g_ml,mobile_nm,group_id,polarity,viscosity_cp,boiling_point_k,surface_tension_mn_m,physical_valid,primary_eligible,exclusion_reason,parent_record_id
0.25,1.31,1.0485652056486154,0.41088785440028675,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,18,synthetic:42:206,ethyl_acetate,synthetic_audit_only,0.00025,0.6376773512483286,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:18
5.0,1.5,2.2790280207043048,1.0003436241786237,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,30,synthetic:42:207,ethyl_acetate,synthetic_audit_only,0.005,1.278684396525681,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:30
2.5,1.44,3.4257198306415724,0.575999276986614,models/feature engineering v1/data FE-V1/agg.data.xlsx,47,synthetic:42:208,hexane,synthetic_audit_only,0.0025,2.8497205536549584,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:47
0.25,1.31,1.0195559821648552,0.39481365776126653,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,18,synthetic:42:209,ethyl_acetate,synthetic_audit_only,0.00025,0.6247423244035887,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:18
2.5,1.44,3.7075350356793,0.545236201265623,models/feature engineering v1/data FE-V1/agg.data.xlsx,47,synthetic:42:210,hexane,synthetic_audit_only,0.0025,3.162298834413677,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:47
0.25,1.47,1.1036816686392403,0.34699373341861584,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,9,synthetic:42:211,ethyl_acetate,synthetic_audit_only,0.00025,0.7566879352206245,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:9
0.25,1.32,0.9614228215253595,0.46584668045093386,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:212,ethyl_acetate,synthetic_audit_only,0.00025,0.4955761410744256,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.005,1.57,0.5377644052240536,0.4479557342833527,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:213,toluene,synthetic_audit_only,5e-06,0.08980867094070083,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
0.25,1.47,1.0882607324663165,0.41997944073716553,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,10,synthetic:42:214,ethyl_acetate,synthetic_audit_only,0.00025,0.6682812917291511,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:10
2.5,1.42,3.5442506624199237,0.5399408285146804,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:215,hexane,synthetic_audit_only,0.0025,3.004309833905243,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
0.02,1.48,0.5759033017645192,0.46648797513817275,models/feature engineering v1/data FE-V1/agg.data.xlsx,6,synthetic:42:216,hexane,synthetic_audit_only,2e-05,0.1094153266263465,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:6
0.02,1.49,0.5880432653794696,0.505503757712176,models/feature engineering v1/data FE-V1/agg.data.xlsx,7,synthetic:42:217,hexane,synthetic_audit_only,2e-05,0.08253950766729352,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:7
0.005,1.57,0.5063235840968585,0.42341183706226715,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:218,toluene,synthetic_audit_only,5e-06,0.08291174703459142,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
3.0,1.48,1.990139893759066,0.6805507992334638,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,26,synthetic:42:219,ethyl_acetate,synthetic_audit_only,0.003,1.3095890945256021,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:26
0.09,1.44,0.8662530087642937,0.5548975975580047,models/feature engineering v1/data FE-V1/agg.data.xlsx,21,synthetic:42:220,hexane,synthetic_audit_only,8.999999999999999e-05,0.31135541120628896,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:21
0.005,1.57,0.5374699584480949,0.4584008347636822,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:221,toluene,synthetic_audit_only,5e-06,0.0790691236844127,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
0.25,1.47,1.107636407444314,0.3597557518947228,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,8,synthetic:42:222,ethyl_acetate,synthetic_audit_only,0.00025,0.747880655549591,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:8
0.15,1.62,0.8915744832778946,0.40560074223460785,models/feature engineering v1/data FE-V1/agg.data.xlsx,31,synthetic:42:223,hexane,synthetic_audit_only,0.00015,0.4859737410432867,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:31
0.25,1.47,1.1069357042473684,0.36486333310316404,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,9,synthetic:42:224,ethyl_acetate,synthetic_audit_only,0.00025,0.7420723711442044,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:9
5.0,1.43,6.091140113301761,0.5833444219195348,models/feature engineering v1/data FE-V1/agg.data.xlsx,53,synthetic:42:225,hexane,synthetic_audit_only,0.005,5.507795691382226,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:53
1.0,1.33,1.3242192271852788,0.616085332227115,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,20,synthetic:42:226,ethyl_acetate,synthetic_audit_only,0.001,0.7081338949581638,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:20
0.1,1.61,0.8663198140732035,0.6732133617501906,models/feature engineering v1/data FE-V1/toluene+pdms.csv,36,synthetic:42:227,toluene,synthetic_audit_only,0.0001,0.19310645232301282,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:36
0.05,1.6,0.6848935370562044,0.3361096792936611,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:228,toluene,synthetic_audit_only,5e-05,0.3487838577625432,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.15,1.64,0.8556543455296757,0.32527725691452486,models/feature engineering v1/data FE-V1/agg.data.xlsx,30,synthetic:42:229,hexane,synthetic_audit_only,0.00015,0.5303770886151509,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:30
0.025,1.61,0.6053380582729004,0.4220439507035557,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:230,toluene,synthetic_audit_only,2.5e-05,0.1832941075693447,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
2.0,1.48,1.6540912309716669,0.6735462240211795,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,23,synthetic:42:231,ethyl_acetate,synthetic_audit_only,0.002,0.9805450069504874,ethyl_acetate:2,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:23
0.02,1.45,0.7251637019957189,0.6627407295632277,models/feature engineering v1/data FE-V1/agg.data.xlsx,3,synthetic:42:232,hexane,synthetic_audit_only,2e-05,0.06242297243249114,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:3
0.25,1.33,0.9524268114255483,0.43719734954380324,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,17,synthetic:42:233,ethyl_acetate,synthetic_audit_only,0.00025,0.5152294618817451,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:17
0.025,1.6,0.5402786003098895,0.3595250166453976,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:234,toluene,synthetic_audit_only,2.5e-05,0.18075358366449187,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.25,1.47,1.077608036516239,0.3283567907229231,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,9,synthetic:42:235,ethyl_acetate,synthetic_audit_only,0.00025,0.749251245793316,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:9
0.15,1.43,0.930217037038807,0.2950093642150343,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:236,ethyl_acetate,synthetic_audit_only,0.00015,0.6352076728237727,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.005,1.56,0.5102553340022107,0.4127443500632826,models/feature engineering v1/data FE-V1/toluene+pdms.csv,21,synthetic:42:237,toluene,synthetic_audit_only,5e-06,0.09751098393892806,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:21
5.0,1.43,6.691633009862565,0.5717310074249081,models/feature engineering v1/data FE-V1/agg.data.xlsx,53,synthetic:42:238,hexane,synthetic_audit_only,0.005,6.119902002437657,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:53
40.0,1.46,0.887876396345552,0.7587023792830043,models/feature engineering v1/data FE-V1/toluene+pdms.csv,46,synthetic:42:239,toluene,synthetic_audit_only,0.04,0.12917401706254772,toluene:40,2.7,0.68,383.75,29.46,True,True,,toluene:46
0.09,1.44,0.8790660549102078,0.5569536301572077,models/feature engineering v1/data FE-V1/agg.data.xlsx,22,synthetic:42:240,hexane,synthetic_audit_only,8.999999999999999e-05,0.3221124247530002,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:22
0.1,1.61,0.7441557452311047,0.5583809083921442,models/feature engineering v1/data FE-V1/toluene+pdms.csv,36,synthetic:42:241,toluene,synthetic_audit_only,0.0001,0.18577483683896062,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:36
0.02,1.49,0.5095177113103716,0.4182074172099292,models/feature engineering v1/data FE-V1/agg.data.xlsx,7,synthetic:42:242,hexane,synthetic_audit_only,2e-05,0.09131029410044239,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:7
0.15,1.44,0.981460614423878,0.32047000218811156,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,5,synthetic:42:243,ethyl_acetate,synthetic_audit_only,0.00015,0.6609906122357665,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:5
40.0,1.46,0.8475389371618138,0.7218456858333988,models/feature engineering v1/data FE-V1/toluene+pdms.csv,46,synthetic:42:244,toluene,synthetic_audit_only,0.04,0.12569325132841505,toluene:40,2.7,0.68,383.75,29.46,True,True,,toluene:46
0.02,1.48,0.5784839201505416,0.48031972854474914,models/feature engineering v1/data FE-V1/agg.data.xlsx,6,synthetic:42:245,hexane,synthetic_audit_only,2e-05,0.09816419160579253,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:6
0.25,1.33,0.9032694651690062,0.42411508318490615,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,17,synthetic:42:246,ethyl_acetate,synthetic_audit_only,0.00025,0.47915438198410004,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:17
0.005,1.55,0.5289373683867475,0.44249837782773455,models/feature engineering v1/data FE-V1/toluene+pdms.csv,20,synthetic:42:247,toluene,synthetic_audit_only,5e-06,0.08643899055901295,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:20
0.25,1.32,0.9678444272357288,0.4875970506948742,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:248,ethyl_acetate,synthetic_audit_only,0.00025,0.48024737654085464,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.02,1.44,0.7244646233870475,0.6768761258711598,models/feature engineering v1/data FE-V1/agg.data.xlsx,4,synthetic:42:249,hexane,synthetic_audit_only,2e-05,0.04758849751588774,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:4
0.15,1.64,0.8653285018811994,0.36920692777128206,models/feature engineering v1/data FE-V1/agg.data.xlsx,30,synthetic:42:250,hexane,synthetic_audit_only,0.00015,0.4961215741099173,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:30
0.025,1.6,0.5441167329991192,0.37602779968159267,models/feature engineering v1/data FE-V1/toluene+pdms.csv,31,synthetic:42:251,toluene,synthetic_audit_only,2.5e-05,0.1680889333175266,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:31
0.15,1.62,0.882966640013171,0.3761322017639031,models/feature engineering v1/data FE-V1/agg.data.xlsx,31,synthetic:42:252,hexane,synthetic_audit_only,0.00015,0.506834438249268,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:31
5.0,1.44,6.375611761062435,0.5547441869420422,models/feature engineering v1/data FE-V1/agg.data.xlsx,54,synthetic:42:253,hexane,synthetic_audit_only,0.005,5.820867574120393,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:54
0.15,1.44,0.9685326153380849,0.3329849918897518,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,5,synthetic:42:254,ethyl_acetate,synthetic_audit_only,0.00015,0.6355476234483332,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:5
0.09,1.44,0.8672548468159399,0.5386043299508781,models/feature engineering v1/data FE-V1/agg.data.xlsx,22,synthetic:42:255,hexane,synthetic_audit_only,8.999999999999999e-05,0.32865051686506175,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:22
0.15,1.43,1.0121906037056125,0.3280379682617393,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:256,ethyl_acetate,synthetic_audit_only,0.00015,0.6841526354438733,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.09,1.43,0.8556066730017096,0.5322041732195337,models/feature engineering v1/data FE-V1/agg.data.xlsx,20,synthetic:42:257,hexane,synthetic_audit_only,8.999999999999999e-05,0.32340249978217583,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:20
0.15,1.64,0.8536785920525778,0.3574433625264253,models/feature engineering v1/data FE-V1/agg.data.xlsx,30,synthetic:42:258,hexane,synthetic_audit_only,0.00015,0.49623522952615257,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:30
0.1,1.61,0.8197645150454996,0.6246275844868401,models/feature engineering v1/data FE-V1/toluene+pdms.csv,36,synthetic:42:259,toluene,synthetic_audit_only,0.0001,0.19513693055865952,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:36
0.25,1.32,0.958274113235378,0.4248897298792348,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:260,ethyl_acetate,synthetic_audit_only,0.00025,0.5333843833561432,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.15,1.64,0.8734214049506563,0.3369823028065877,models/feature engineering v1/data FE-V1/agg.data.xlsx,30,synthetic:42:261,hexane,synthetic_audit_only,0.00015,0.5364391021440686,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:30
2.5,1.44,3.560635415338135,0.556446141547105,models/feature engineering v1/data FE-V1/agg.data.xlsx,49,synthetic:42:262,hexane,synthetic_audit_only,0.0025,3.00418927379103,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:49
3.0,1.5,1.9151453257861262,0.6221302830284681,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,27,synthetic:42:263,ethyl_acetate,synthetic_audit_only,0.003,1.293015042757658,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:27
5.0,1.5,2.1783452050565115,0.9075209518007934,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,31,synthetic:42:264,ethyl_acetate,synthetic_audit_only,0.005,1.2708242532557181,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:31
0.1,1.61,0.811779438265689,0.6221314160230252,models/feature engineering v1/data FE-V1/toluene+pdms.csv,36,synthetic:42:265,toluene,synthetic_audit_only,0.0001,0.18964802224266375,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:36
0.005,1.57,0.5221807140986671,0.43323509428906765,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:266,toluene,synthetic_audit_only,5e-06,0.08894561980959945,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
5.0,1.44,6.1938184298231285,0.5547723127771378,models/feature engineering v1/data FE-V1/agg.data.xlsx,55,synthetic:42:267,hexane,synthetic_audit_only,0.005,5.63904611704599,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:55
40.0,1.45,0.8768036612709883,0.7382564148703091,models/feature engineering v1/data FE-V1/toluene+pdms.csv,45,synthetic:42:268,toluene,synthetic_audit_only,0.04,0.13854724640067917,toluene:40,2.7,0.68,383.75,29.46,True,True,,toluene:45
0.1,1.61,0.8367633734831735,0.6403814163143885,models/feature engineering v1/data FE-V1/toluene+pdms.csv,36,synthetic:42:269,toluene,synthetic_audit_only,0.0001,0.19638195716878507,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:36
2.5,1.44,3.5511301404166957,0.5971824980054693,models/feature engineering v1/data FE-V1/agg.data.xlsx,49,synthetic:42:270,hexane,synthetic_audit_only,0.0025,2.9539476424112263,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:49
0.02,1.45,0.7622713652731725,0.7053323636338764,models/feature engineering v1/data FE-V1/agg.data.xlsx,3,synthetic:42:271,hexane,synthetic_audit_only,2e-05,0.0569390016392961,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:3
0.09,1.44,0.8798556770563735,0.5518490844426097,models/feature engineering v1/data FE-V1/agg.data.xlsx,22,synthetic:42:272,hexane,synthetic_audit_only,8.999999999999999e-05,0.3280065926137637,hexane:0.09,3.9,0.377,342.039,17.89,True,True,,hexane:22
5.0,1.48,2.597659765256169,0.9386406020043498,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,29,synthetic:42:273,ethyl_acetate,synthetic_audit_only,0.005,1.6590191632518192,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:29
0.005,1.55,0.5067819828186869,0.4265820419108913,models/feature engineering v1/data FE-V1/toluene+pdms.csv,20,synthetic:42:274,toluene,synthetic_audit_only,5e-06,0.08019994090779564,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:20
0.025,1.61,0.5192581943671949,0.35244494550578437,models/feature engineering v1/data FE-V1/toluene+pdms.csv,30,synthetic:42:275,toluene,synthetic_audit_only,2.5e-05,0.16681324886141055,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:30
0.025,1.61,0.5442622833561559,0.3725942576334737,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:276,toluene,synthetic_audit_only,2.5e-05,0.17166802572268217,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
0.25,1.32,1.041287771116016,0.46108474756581735,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,19,synthetic:42:277,ethyl_acetate,synthetic_audit_only,0.00025,0.5802030235501987,ethyl_acetate:0.25,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:19
0.02,1.49,0.5902211613451577,0.4990545232790832,models/feature engineering v1/data FE-V1/agg.data.xlsx,5,synthetic:42:278,hexane,synthetic_audit_only,2e-05,0.09116663806607447,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:5
0.02,1.48,0.6257482628252004,0.5115888045534253,models/feature engineering v1/data FE-V1/agg.data.xlsx,6,synthetic:42:279,hexane,synthetic_audit_only,2e-05,0.11415945827177505,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:6
2.5,1.42,3.418097485412889,0.5312736755887637,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:280,hexane,synthetic_audit_only,0.0025,2.8868238098241252,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
0.025,1.61,0.5570417596031493,0.3870533837927223,models/feature engineering v1/data FE-V1/toluene+pdms.csv,30,synthetic:42:281,toluene,synthetic_audit_only,2.5e-05,0.16998837581042697,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:30
0.15,1.43,0.9672852180699598,0.30339749147534245,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,6,synthetic:42:282,ethyl_acetate,synthetic_audit_only,0.00015,0.6638877265946174,ethyl_acetate:0.15,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:6
0.025,1.61,0.5689407449777572,0.3886410267453806,models/feature engineering v1/data FE-V1/toluene+pdms.csv,30,synthetic:42:283,toluene,synthetic_audit_only,2.5e-05,0.18029971823237653,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:30
0.005,1.57,0.5289674134074531,0.4365794585676611,models/feature engineering v1/data FE-V1/toluene+pdms.csv,22,synthetic:42:284,toluene,synthetic_audit_only,5e-06,0.09238795483979201,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:22
3.0,1.5,1.7627863014463552,0.6744212359886895,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,28,synthetic:42:285,ethyl_acetate,synthetic_audit_only,0.003,1.0883650654576658,ethyl_acetate:3,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:28
0.15,1.62,0.9039249320891076,0.3975561183222447,models/feature engineering v1/data FE-V1/agg.data.xlsx,29,synthetic:42:286,hexane,synthetic_audit_only,0.00015,0.5063688137668629,hexane:0.15,3.9,0.377,342.039,17.89,True,True,,hexane:29
0.1,1.61,0.7614660039589887,0.6104642808086421,models/feature engineering v1/data FE-V1/toluene+pdms.csv,35,synthetic:42:287,toluene,synthetic_audit_only,0.0001,0.15100172315034652,toluene:0.1,2.7,0.68,383.75,29.46,True,True,,toluene:35
0.05,1.61,0.5999435592768301,0.3403546433146875,models/feature engineering v1/data FE-V1/toluene+pdms.csv,33,synthetic:42:288,toluene,synthetic_audit_only,5e-05,0.2595889159621425,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:33
0.025,1.61,0.5564035536933123,0.3692260723220943,models/feature engineering v1/data FE-V1/toluene+pdms.csv,29,synthetic:42:289,toluene,synthetic_audit_only,2.5e-05,0.18717748137121795,toluene:0.025,2.7,0.68,383.75,29.46,True,True,,toluene:29
1.0,1.33,1.2062760299025483,0.5799636860848142,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,20,synthetic:42:290,ethyl_acetate,synthetic_audit_only,0.001,0.6263123438177342,ethyl_acetate:1,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:20
2.5,1.44,3.241555586821309,0.5815988115853832,models/feature engineering v1/data FE-V1/agg.data.xlsx,47,synthetic:42:291,hexane,synthetic_audit_only,0.0025,2.659956775235926,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:47
5.0,1.48,2.6181357109323415,0.969558055335228,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,29,synthetic:42:292,ethyl_acetate,synthetic_audit_only,0.005,1.6485776555971134,ethyl_acetate:5,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:29
5.0,1.44,6.81158486220186,0.5584144219229956,models/feature engineering v1/data FE-V1/agg.data.xlsx,54,synthetic:42:293,hexane,synthetic_audit_only,0.005,6.253170440278864,hexane:5,3.9,0.377,342.039,17.89,True,True,,hexane:54
0.05,1.6,0.6399854078973342,0.3457761880143605,models/feature engineering v1/data FE-V1/toluene+pdms.csv,34,synthetic:42:294,toluene,synthetic_audit_only,5e-05,0.29420921988297366,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:34
0.05,1.61,0.6357741847120029,0.3627553718675208,models/feature engineering v1/data FE-V1/toluene+pdms.csv,32,synthetic:42:295,toluene,synthetic_audit_only,5e-05,0.2730188128444821,toluene:0.05,2.7,0.68,383.75,29.46,True,True,,toluene:32
2.0,1.48,1.6710988483602423,0.6774273334141178,models/feature engineering v1/data FE-V1/ethyl acetate+pdms.csv,23,synthetic:42:296,ethyl_acetate,synthetic_audit_only,0.002,0.9936715149461245,ethyl_acetate:2,0.7,0.423,350.372,24.0,True,True,,ethyl_acetate:23
0.005,1.56,0.5035259691116827,0.398892643926584,models/feature engineering v1/data FE-V1/toluene+pdms.csv,21,synthetic:42:297,toluene,synthetic_audit_only,5e-06,0.10463332518509862,toluene:0.005,2.7,0.68,383.75,29.46,True,True,,toluene:21
2.5,1.42,3.9440794321995876,0.6004908965713661,models/feature engineering v1/data FE-V1/agg.data.xlsx,48,synthetic:42:298,hexane,synthetic_audit_only,0.0025,3.3435885356282213,hexane:2.5,3.9,0.377,342.039,17.89,True,True,,hexane:48
0.02,1.45,0.7098322591689362,0.6483401143073374,models/feature engineering v1/data FE-V1/agg.data.xlsx,3,synthetic:42:299,hexane,synthetic_audit_only,2e-05,0.0614921448615988,hexane:0.02,3.9,0.377,342.039,17.89,True,True,,hexane:3
