cohort,protocol,fold,role,record_id,group_id
including_summaries_sensitivity,grouped_cv,2,calibration,ethyl_acetate:25,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,2,test,hexane:14,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:15,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:16,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:17,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:18,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:19,hexane:0.07
including_summaries_sensitivity,grouped_cv,2,test,hexane:38,hexane:1
including_summaries_sensitivity,grouped_cv,2,test,hexane:39,hexane:1
including_summaries_sensitivity,grouped_cv,2,test,hexane:40,hexane:1
including_summaries_sensitivity,grouped_cv,2,test,hexane:44,hexane:2
including_summaries_sensitivity,grouped_cv,2,test,hexane:45,hexane:2
including_summaries_sensitivity,grouped_cv,2,test,hexane:46,hexane:2
including_summaries_sensitivity,grouped_cv,2,test,hexane:56,hexane:7
including_summaries_sensitivity,grouped_cv,2,test,hexane:57,hexane:7
including_summaries_sensitivity,grouped_cv,2,test,hexane:58,hexane:7
including_summaries_sensitivity,grouped_cv,2,test,toluene:9,toluene:0.25
including_summaries_sensitivity,grouped_cv,2,test,toluene:38,toluene:0.25
including_summaries_sensitivity,grouped_cv,2,test,toluene:39,toluene:0.25
including_summaries_sensitivity,grouped_cv,2,test,toluene:40,toluene:0.25
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:2,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:3,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:4,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:14,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:15,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:16,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:32,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:33,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,2,test,ethyl_acetate:34,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:2,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:3,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:4,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:5,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:6,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:7,hexane:0.02
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:29,hexane:0.15
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:30,hexane:0.15
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:31,hexane:0.15
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:32,hexane:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:33,hexane:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:34,hexane:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:38,hexane:1
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:39,hexane:1
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:40,hexane:1
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:56,hexane:7
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:57,hexane:7
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:58,hexane:7
including_summaries_sensitivity,grouped_cv,3,proper_train,hexane:59,hexane:10
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:3,toluene:0.005
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:5,toluene:0.015
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:6,toluene:0.025
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:7,toluene:0.05
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:9,toluene:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:11,toluene:0.9
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:12,toluene:1.5
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:13,toluene:2
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:14,toluene:10
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:16,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:20,toluene:0.005
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:21,toluene:0.005
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:22,toluene:0.005
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:26,toluene:0.015
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:27,toluene:0.015
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:28,toluene:0.015
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:29,toluene:0.025
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:30,toluene:0.025
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:31,toluene:0.025
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:32,toluene:0.05
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:33,toluene:0.05
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:34,toluene:0.05
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:38,toluene:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:39,toluene:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:40,toluene:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:41,toluene:10
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:42,toluene:10
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:43,toluene:10
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:47,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:48,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:49,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:50,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:51,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,toluene:52,toluene:50
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:8,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:9,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:10,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:11,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:12,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:13,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:17,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:18,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:19,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:26,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:27,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:28,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:29,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:30,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:31,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:32,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:33,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,3,proper_train,ethyl_acetate:34,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:14,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:15,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:16,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:17,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:18,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:19,hexane:0.07
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:20,hexane:0.09
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:21,hexane:0.09
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:22,hexane:0.09
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:35,hexane:0.5
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:36,hexane:0.5
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:37,hexane:0.5
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:44,hexane:2
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:45,hexane:2
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:46,hexane:2
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:50,hexane:3
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:51,hexane:3
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:52,hexane:3
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:53,hexane:5
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:54,hexane:5
including_summaries_sensitivity,grouped_cv,3,calibration,hexane:55,hexane:5
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:2,toluene:0.0025
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:4,toluene:0.01
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:10,toluene:0.5
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:15,toluene:40
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:17,toluene:0.0025
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:18,toluene:0.0025
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:19,toluene:0.0025
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:23,toluene:0.01
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:24,toluene:0.01
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:25,toluene:0.01
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:45,toluene:40
including_summaries_sensitivity,grouped_cv,3,calibration,toluene:46,toluene:40
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:2,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:3,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:4,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:14,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:15,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:16,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:23,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:24,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,3,calibration,ethyl_acetate:25,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,3,test,hexane:8,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:9,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:10,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:11,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:12,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:13,hexane:0.05
including_summaries_sensitivity,grouped_cv,3,test,hexane:23,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:24,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:25,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:26,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:27,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:28,hexane:0.1
including_summaries_sensitivity,grouped_cv,3,test,hexane:41,hexane:1.5
including_summaries_sensitivity,grouped_cv,3,test,hexane:42,hexane:1.5
including_summaries_sensitivity,grouped_cv,3,test,hexane:43,hexane:1.5
including_summaries_sensitivity,grouped_cv,3,test,hexane:47,hexane:2.5
including_summaries_sensitivity,grouped_cv,3,test,hexane:48,hexane:2.5
including_summaries_sensitivity,grouped_cv,3,test,hexane:49,hexane:2.5
including_summaries_sensitivity,grouped_cv,3,test,toluene:8,toluene:0.1
including_summaries_sensitivity,grouped_cv,3,test,toluene:35,toluene:0.1
including_summaries_sensitivity,grouped_cv,3,test,toluene:36,toluene:0.1
including_summaries_sensitivity,grouped_cv,3,test,toluene:37,toluene:0.1
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:5,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:6,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:7,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:20,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:21,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,3,test,ethyl_acetate:22,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:8,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:9,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:10,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:11,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:12,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:13,hexane:0.05
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:23,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:24,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:25,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:26,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:27,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:28,hexane:0.1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:29,hexane:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:30,hexane:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:31,hexane:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:35,hexane:0.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:36,hexane:0.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:37,hexane:0.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:38,hexane:1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:39,hexane:1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:40,hexane:1
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:47,hexane:2.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:48,hexane:2.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:49,hexane:2.5
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:50,hexane:3
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:51,hexane:3
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:52,hexane:3
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:56,hexane:7
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:57,hexane:7
including_summaries_sensitivity,grouped_cv,4,proper_train,hexane:58,hexane:7
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:2,toluene:0.0025
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:3,toluene:0.005
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:4,toluene:0.01
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:9,toluene:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:10,toluene:0.5
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:12,toluene:1.5
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:16,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:17,toluene:0.0025
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:18,toluene:0.0025
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:19,toluene:0.0025
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:20,toluene:0.005
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:21,toluene:0.005
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:22,toluene:0.005
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:23,toluene:0.01
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:24,toluene:0.01
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:25,toluene:0.01
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:38,toluene:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:39,toluene:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:40,toluene:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:47,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:48,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:49,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:50,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:51,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,toluene:52,toluene:50
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:5,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:6,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:7,ethyl_acetate:0.15
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:8,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:9,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:10,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:17,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:18,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:19,ethyl_acetate:0.25
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:20,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:21,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:22,ethyl_acetate:1
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:26,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:27,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:28,ethyl_acetate:3
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:29,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:30,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,4,proper_train,ethyl_acetate:31,ethyl_acetate:5
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:14,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:15,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:16,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:17,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:18,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:19,hexane:0.07
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:20,hexane:0.09
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:21,hexane:0.09
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:22,hexane:0.09
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:32,hexane:0.25
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:33,hexane:0.25
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:34,hexane:0.25
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:41,hexane:1.5
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:42,hexane:1.5
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:43,hexane:1.5
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:44,hexane:2
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:45,hexane:2
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:46,hexane:2
including_summaries_sensitivity,grouped_cv,4,calibration,hexane:59,hexane:10
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:5,toluene:0.015
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:8,toluene:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:13,toluene:2
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:15,toluene:40
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:26,toluene:0.015
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:27,toluene:0.015
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:28,toluene:0.015
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:35,toluene:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:36,toluene:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:37,toluene:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:45,toluene:40
including_summaries_sensitivity,grouped_cv,4,calibration,toluene:46,toluene:40
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:2,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:3,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:4,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:14,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:15,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:16,ethyl_acetate:0.1
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:32,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:33,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,4,calibration,ethyl_acetate:34,ethyl_acetate:10
including_summaries_sensitivity,grouped_cv,4,test,hexane:2,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:3,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:4,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:5,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:6,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:7,hexane:0.02
including_summaries_sensitivity,grouped_cv,4,test,hexane:53,hexane:5
including_summaries_sensitivity,grouped_cv,4,test,hexane:54,hexane:5
including_summaries_sensitivity,grouped_cv,4,test,hexane:55,hexane:5
including_summaries_sensitivity,grouped_cv,4,test,toluene:6,toluene:0.025
including_summaries_sensitivity,grouped_cv,4,test,toluene:7,toluene:0.05
including_summaries_sensitivity,grouped_cv,4,test,toluene:11,toluene:0.9
including_summaries_sensitivity,grouped_cv,4,test,toluene:14,toluene:10
including_summaries_sensitivity,grouped_cv,4,test,toluene:29,toluene:0.025
including_summaries_sensitivity,grouped_cv,4,test,toluene:30,toluene:0.025
including_summaries_sensitivity,grouped_cv,4,test,toluene:31,toluene:0.025
including_summaries_sensitivity,grouped_cv,4,test,toluene:32,toluene:0.05
including_summaries_sensitivity,grouped_cv,4,test,toluene:33,toluene:0.05
including_summaries_sensitivity,grouped_cv,4,test,toluene:34,toluene:0.05
including_summaries_sensitivity,grouped_cv,4,test,toluene:41,toluene:10
including_summaries_sensitivity,grouped_cv,4,test,toluene:42,toluene:10
including_summaries_sensitivity,grouped_cv,4,test,toluene:43,toluene:10
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:11,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:12,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:13,ethyl_acetate:0.5
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:23,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:24,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,4,test,ethyl_acetate:25,ethyl_acetate:2
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:2,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:3,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:4,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:5,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:6,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:7,hexane:0.02
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:23,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:24,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:25,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:26,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:27,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:28,hexane:0.1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:29,hexane:0.15
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:30,hexane:0.15
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:31,hexane:0.15
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:38,hexane:1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:39,hexane:1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:40,hexane:1
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:41,hexane:1.5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:42,hexane:1.5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:43,hexane:1.5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:44,hexane:2
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:45,hexane:2
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:46,hexane:2
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:50,hexane:3
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:51,hexane:3
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:52,hexane:3
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:53,hexane:5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:54,hexane:5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:55,hexane:5
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:56,hexane:7
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:57,hexane:7
including_summaries_sensitivity,grouped_cv,5,proper_train,hexane:58,hexane:7
